window,extra_2,unique_users
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2872065.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2043181.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2459315.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2206541.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2503926.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2449489.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2627436.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2259159.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2753696.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2304344.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2940955.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2054423.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2351965.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2387848.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2545938.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2256474.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2731555.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2569165.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2575884.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2598554.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2692541.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2915938.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2759662.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2782584.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2797447.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2918585.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2492415.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2553163.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2869495.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2896192.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2908860.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2438628.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2184025.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2488777.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2007236.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2347979.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2346955.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2400978.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2462546.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2993797.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2100678.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2395034.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2967782.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2210713.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2460574.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2670012.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2576154.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2169867.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2248344.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2223484.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2672030.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2787173.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2559068.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2295187.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2445267.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2664367.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2273483.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2117587.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2767757.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2642772.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2073116.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2349703.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2641299.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2774582.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2499650.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2495533.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2909882.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2260524.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2076564.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2513089.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2234176.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2354578.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2093035.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2616348.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2672253.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2682223.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2795056.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2694059.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2727554.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2548146.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2306289.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2215465.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2233118.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2742781.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2520429.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2512936.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2866610.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2678445.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2732952.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2780443.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2206336.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2352757.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2754896.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2699072.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2741352.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2746015.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2433040.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2590644.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2570877.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2698920.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2972099.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2661571.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2755120.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2134443.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2953597.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2160130.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2754293.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2655836.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2789671.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2981541.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2741925.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2966323.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2740429.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2219151.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2481975.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2452475.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2192222.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2154588.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2047573.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2171943.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2504735.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2599513.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2145729.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2411529.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2063869.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2128893.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2186394.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2651388.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2483650.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2685041.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2119422.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2804046.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2459427.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2190128.,23
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2658253.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2703690.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2071861.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2287839.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2983787.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2084720.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2217951.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2131840.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2908047.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2562425.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2622375.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2807904.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2398611.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2132078.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2403687.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2004260.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2610949.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2602800.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2652570.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2965303.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2620311.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2342608.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2345207.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2344123.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2941672.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2731726.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2050118.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2914256.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2659223.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2094688.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2928518.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2372252.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2629302.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2979335.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2924402.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2177794.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2801950.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2490571.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2212137.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2118248.,22
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2989875.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2000572.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2894291.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2913695.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2682280.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2731859.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2195298.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2536319.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2293876.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2229338.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2277094.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2830057.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2967184.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2680453.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2184975.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2947497.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2702196.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2202282.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2342553.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2749085.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2893125.,28
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2352509.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2472515.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2509207.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2572847.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2620793.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2408821.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2810626.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2671688.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2546830.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2940581.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2728612.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2111297.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2848824.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2121419.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2624939.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2800005.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2439637.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2577602.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2368361.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2223682.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2254239.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2488838.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2639502.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2895747.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2464467.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2158551.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2309735.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2453766.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2979913.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2329574.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2914773.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2442611.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2802954.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2931452.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2135390.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2859183.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2801724.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2694538.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2386957.,22
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2323461.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2827330.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2494483.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2455106.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2258266.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2990384.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2691677.,22
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2987498.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2723176.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2517457.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2009473.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2576443.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2641857.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2691010.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2650247.,2
